sku,name,sale_price,brand,other_names,description,sold_in_quantity,positions,applications,replaces,hazmat,install_time,may_be_required,image_1_url,image_2_url,image_3_url,image_4_url,image_5_url,image_6_url,image_7_url,image_8_url,image_9_url,image_10_url,image_11_url,image_12_url,image_13_url,image_14_url,image_15_url,image_16_url,image_17_url,image_18_url,image_19_url,image_20_url,image_21_url,image_22_url,alto,largo,ancho,volumen,peso,listo,otros_nombres,descripcion,sat_id,category,alias,nombre,handle
PT9384213010,"Molding, Body Side, Super White - Toyota (PT938-42130-10)",null,Toyota,Mold Body S RAV4 040,"Body side moldings help protect against careless door swings, renegade shopping carts and other unfortunate parking lot mishaps. These color-matched moldings add a touch of style to the RAV4's exterior.",null,null,null,null,null,null,null,https://s3.amazonaws.com/rp-part-images/assets/cdde9dd123de8a598c669b240c3c4130.webp,https://s3.amazonaws.com/rp-part-images/assets/21a9d28224795a38545b61ca9de0b867.webp,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2,120,4,960,1,null,Mold Body S RAV4 040,"Las molduras laterales ayudan a proteger contra golpes descuidados de puertas, carritos de compras descontrolados y otros percances desafortunados en estacionamientos. Estas molduras combinadas en color añaden un toque de estilo al exterior del RAV4.",null,null,null,"Moldura lateral, blanco Super White",molding-body-side-super-white-toyota-pt938-42130-10-pt9384213010
PT9384716007,"Molding, Body Side, Sea Glass Pearl - Toyota (PT938-47160-07)",null,Toyota,Door Molding,"New two-tone design features exterior color with Piano Black accentHelps provide exterior door protection from scratches, dents and chippingStreamlined to complement Prius stylingExactly matched to the exterior paint finishSet of four.",null,null,null,null,null,null,null,https://s3.amazonaws.com/rp-part-images/assets/da522609be75e478f02ca1b02f68b271.webp,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2,120,4,960,1,null,Moldura de puerta,"El diseño bicolor presenta el color exterior con acento en Piano Black. Ayuda a proteger las puertas exteriores contra rayones, abolladuras y desconchaduras de pintura. Diseñado para complementar el estilo del Prius. Juego de cuatro piezas.",null,null,null,"Moldura lateral, verde perlado Sea Glass",molding-body-side-sea-glass-pearl-toyota-pt938-47160-07-pt9384716007
PT9384716010,"Molding, Body Side, Super White - Toyota (PT938-47160-10)",156.25,Toyota,Door Molding,"New two-tone design features exterior color with Piano Black accentHelps provide exterior door protection from scratches, dents and chippingStreamlined to complement Prius stylingExactly matched to the exterior paint finishSet of four.",null,null,null,null,null,null,null,https://s3.amazonaws.com/rp-part-images/assets/bf24f02caf7af118311c5ae89764f49d.webp,https://s3.amazonaws.com/rp-part-images/assets/90486e363065673f71c8e434626779ad.webp,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2,120,4,960,1,null,Moldura de puerta,"El diseño bicolor presenta el color exterior con acento en Piano Black. Ayuda a proteger las puertas exteriores contra rayones, abolladuras y desconchaduras de pintura. Diseñado para complementar el estilo del Prius. Juego de cuatro piezas.",null,null,null,"Moldura lateral, blanco Super White",molding-body-side-super-white-toyota-pt938-47160-10-pt9384716010
PT9384219020,"Moldings, Body Side, Blizzard Pearl - Toyota (PT938-42190-20)",null,Toyota,Door Molding,"Body side moldings help protect against careless door swings, runaway shopping carts and other parking lot mishaps while adding a little extra exterior style\
 Color-matched to the exterior paint Finish\
\
          \
          Fits Rav4 , RAV4 PrimeColor: White Pearl CS. Color Code: 0070 Finish: Painted Location: Mid Door Number of Pieces: 4 \
          \
          Body side moldings help protect against careless door swings, runaway shopping carts and other parking lot mishaps while adding a little extra exterior styleColor-matched to the exterior paint finish.",null,null,null,null,null,null,null,https://s3.amazonaws.com/rp-part-images/assets/4a444ae65dcffd4177ff6e68b9a37f78.webp,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2,120,4,960,1,null,Moldura de puerta,"Las molduras laterales ayudan a proteger contra golpes descuidados de puertas, carritos de compras descontrolados y otros percances en estacionamientos, mientras añaden un poco de estilo adicional al exterior.",null,null,null,"Molduras laterales, Blizzard Pearl",moldings-body-side-blizzard-pearl-toyota-pt938-42190-20-pt9384219020
PT29A4723000,"Molding, Body Side, White - Toyota (PT29A-47230-00)",195.79,Toyota,Prs Bsm 089 Plat Whi,"Body side moldings are designed to fit the vehicle exteriorHelp protect against careless door swings, runaway shopping carts and other parking lot mishaps.",null,null,null,null,null,null,null,https://s3.amazonaws.com/rp-part-images/assets/ea424380c3e81848a798ad9accc1e408.webp,https://s3.amazonaws.com/rp-part-images/assets/c4bb133c7ace0f789b1b2df3663a9a5f.webp,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10,120,5,6000,1.2,null,Prius moldura lateral 089 blanco platino,Las molduras laterales del cuerpo están diseñadas para ajustarse perfectamente al exterior del vehículo. Ayudan a proteger contra golpes de puertas y otros percances en estacionamientos.,null,null,null,"Moldura lateral, color blanco",molding-body-side-white-toyota-pt29a-47230-00-pt29a4723000
PT9384219035,"Molding, Body Side - Toyota (PT938-42190-35)",173.41,Toyota,BZ4X Bsm Tpo Plt White,"Body side moldings help protect against careless door swings, runaway shopping carts and other parking lot mishaps while adding a little extra exterior style.Color-matched to the exterior paint finish.",null,null,null,null,null,null,null,https://s3.amazonaws.com/rp-part-images/assets/63992484d58b7fa5b722273584fb8bcc.webp,https://s3.amazonaws.com/rp-part-images/assets/0b572d2dc29e9c3b9f75492b0af252ca.webp,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2,120,4,960,1,null,BZ4X Bsm Tpo Plt White,"Las molduras laterales ayudan a proteger contra golpes descuidados de puertas, carritos de compras descontrolados y otros percances en estacionamientos, mientras añaden un poco de estilo adicional al exterior.",null,null,null,Moldura lateral,molding-body-side-toyota-pt938-42190-35-pt9384219035
PT29A0220011,"Moldings, Body Side, Celestite Gray Metallic - Toyota (PT29A-02200-11)",173.41,Toyota,Door Molding,"Body side moldings help protect against careless door swings, runaway shopping carts and other parking lot mishaps while adding a little extra exterior styleColor-matched to the exterior paint finish.",null,null,null,null,null,null,null,https://s3.amazonaws.com/rp-part-images/assets/90765b5253a49a29a84f217b9d02dd0f.webp,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3,120,5,1800,2,null,Moldura de puerta,"Los molduras laterales del cuerpo ayudan a proteger contra golpes de puertas, carritos de supermercado y otros percances, mientras añaden un toque de estilo extra. Están pintadas a juego con el color exterior del vehículo.",null,null,null,"Molduras laterales, gris metálico Celestite",moldings-body-side-celestite-gray-metallic-toyota-pt29a-02200-11-pt29a0220011
PT29A0220022,"Moldings, Body Side, Platinum White Pearl - Toyota (PT29A-02200-22)",173.41,Toyota,Cor Bsm 089 Plt White,"Body side moldings help protect against careless door swings, runaway shopping carts and other parking lot mishaps while adding a little extra exterior styleColor-matched to the exterior paint finish.",null,null,null,null,null,null,null,https://s3.amazonaws.com/rp-part-images/assets/1dd6c13c720acdc70e08e554bb1d6eca.webp,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3,120,5,1800,2,null,Corolla moldura lateral 089 blanco platino,"Los molduras laterales del cuerpo ayudan a proteger contra golpes de puertas, carritos de supermercado y otros percances, mientras añaden un toque de estilo extra. Están pintadas a juego con el color exterior del vehículo.",null,null,null,"Molduras laterales, blanco perla platino",moldings-body-side-platinum-white-pearl-toyota-pt29a-02200-22-pt29a0220022
PT29A0220033,"Moldings, Body Side, Ruby Flare Metallic - Toyota (PT29A-02200-33)",173.41,Toyota,Cor Bsm 3T3 Ruby Red,"Body side moldings help protect against careless door swings, runaway shopping carts and other parking lot mishaps while adding a little extra exterior styleColor-matched to the exterior paint finish.",null,null,null,null,null,null,null,https://s3.amazonaws.com/rp-part-images/assets/a2b6677e1d844007b1496b2763a6a126.webp,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3,120,5,1800,2,null,Corolla moldura lateral 3T3 rojo rubí,"Los molduras laterales del cuerpo ayudan a proteger contra golpes de puertas, carritos de supermercado y otros percances, mientras añaden un toque de estilo extra. Están pintadas a juego con el color exterior del vehículo.",null,null,null,"Molduras laterales, rojo metálico Ruby Flare",moldings-body-side-ruby-flare-metallic-toyota-pt29a-02200-33-pt29a0220033
PT9384219003,"Moldings, Body Side, Ruby Flare Pearl - Toyota (PT938-42190-03)",173.41,Toyota,Door Molding,"Body side moldings help protect against careless door swings, runaway shopping carts and other parking lot mishaps while adding a little extra exterior style. \
 Color-matched to the exterior paint Finish \
\
          \
          Fits Rav4 Color: Red MC. Color Code: 03T3 Finish: Painted Location: Mid Door Number of Pieces: 4 \
          \
          Body side moldings help protect against careless door swings, runaway shopping carts and other parking lot mishaps while adding a little extra exterior styleColor-matched to the exterior paint finish.",null,null,null,null,null,null,null,https://s3.amazonaws.com/rp-part-images/assets/d37168db5cf88a47fcd6b8a33829619a.webp,https://s3.amazonaws.com/rp-part-images/assets/12cdefc0df98d333afef0f39e5641c55.webp,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2,120,4,960,1,null,Moldura de puerta,"Las molduras laterales ayudan a proteger contra golpes descuidados de puertas, carritos de compras descontrolados y otros percances en estacionamientos, mientras añaden un poco de estilo adicional al exterior. Combinadas con el acabado de pintura exterior.",null,null,null,"Molduras laterales, rojo Ruby Flare",moldings-body-side-ruby-flare-pearl-toyota-pt938-42190-03-pt9384219003
PT9384219006,"Moldings, Body Side, Lunar Rock - Toyota (PT938-42190-06)",173.41,Toyota,Door Molding,"Body side moldings help protect against careless door swings, runaway shopping carts and other parking lot mishaps while adding a little extra exterior styleColor-matched to the exterior paint finish.",null,null,null,null,null,null,null,https://s3.amazonaws.com/rp-part-images/assets/69c745839aaf7b0778e97844164c506d.webp,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2,120,4,960,1,null,Moldura de puerta,"Las molduras laterales ayudan a proteger contra golpes descuidados de puertas, carritos de compras descontrolados y otros percances en estacionamientos, mientras añaden un poco de estilo adicional al exterior.",null,null,null,"Molduras laterales, Lunar Rock",moldings-body-side-lunar-rock-toyota-pt938-42190-06-pt9384219006
PT9384219011,"Moldings, Body Side, Magnetic Gray Metallic - Toyota (PT938-42190-11)",173.41,Toyota,Door Molding,"Body side moldings help protect against careless door swings, runaway shopping carts and other parking lot mishaps while adding a little extra exterior style\
 Color-matched to the exterior paint Finish\
\
          \
          Fits Rav4 , RAV4 PrimeColor: Gray ME. Color Code: 01G3 Finish: Painted Location: Mid Door Number of Pieces: 4 \
          \
          Body side moldings help protect against careless door swings, runaway shopping carts and other parking lot mishaps while adding a little extra exterior styleColor-matched to the exterior paint finish.",null,null,null,null,null,null,null,https://s3.amazonaws.com/rp-part-images/assets/23a8e126344f591ef000c057a11e263d.webp,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2,120,4,960,1,null,Moldura de puerta,"Las molduras laterales ayudan a proteger contra golpes descuidados de puertas, carritos de compras descontrolados y otros percances en estacionamientos, mientras añaden un poco de estilo adicional al exterior.",null,null,null,"Molduras laterales, gris magnético",moldings-body-side-magnetic-gray-metallic-toyota-pt938-42190-11-pt9384219011
PT29A4820131,"Moldings, Body Side - Toyota (PT29A-48201-31)",173.41,Toyota,Handler Bsm 089 White Prl,Body side moldings help protect against careless door swings and other parking lot mishaps while adding a little extra exterior styleColor-matched to the exterior paint finishBody side moldings follow the lower door styling lines to enhance the vehicle exterior.,null,null,null,null,null,null,null,https://s3.amazonaws.com/rp-part-images/assets/f178b761a00af856dc59edf4aba0c7fc.webp,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10,120,5,6000,1.2,null,Handler moldura 089 blanco perla,"Las molduras laterales del cuerpo ayudan a proteger contra golpes de puertas y otros percances en estacionamientos, mientras añaden un toque de estilo extra. Están pintadas a juego con el color exterior del vehículo y siguen las líneas inferiores de las puertas para realzar la estética.",null,null,null,Molduras laterales,moldings-body-side-toyota-pt29a-48201-31-pt29a4820131
PT83K0821023,"Moldings, Body Side, Wind Chill Pearl - Toyota (PT83K-08210-23)",173.41,Toyota,Sien Bsm 089 Wnd Chl,"Body side moldings help protect against careless door swings, runaway shopping carts and other parking lot mishaps while adding a little extra exterior styleColor-matched to the exterior paint.",null,null,null,null,null,null,null,https://s3.amazonaws.com/rp-part-images/assets/845d006125e0bcd9c3b797129703a86e.webp,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2,120,5,1200,0.5,null,Sienna moldura lateral 089 blanco perla,Las molduras laterales protegen contra golpes accidentales y están pintadas para combinar con el acabado exterior del vehículo.,null,null,null,"Molduras laterales, Wind Chill Pearl",moldings-body-side-wind-chill-pearl-toyota-pt83k-08210-23-pt83k0821023
PT9384219010,"Moldings, Body Side, Super White - Toyota (PT938-42190-10)",173.41,Toyota,Door Molding,"Body side moldings help protect against careless door swings, runaway shopping carts and other parking lot mishaps while adding a little extra exterior style\
 Color-matched to the exterior paint Finish\
\
          \
          Fits Rav4 , RAV4 PrimeColor: Super White 2 Color Code: 0040 Finish: Painted Location: Mid Door Number of Pieces: 4 \
          \
          Body side moldings help protect against careless door swings, runaway shopping carts and other parking lot mishaps while adding a little extra exterior styleColor-matched to the exterior paint finish.",null,null,null,null,null,null,null,https://s3.amazonaws.com/rp-part-images/assets/50980f80f1b462ff784e25fbcb4d7320.webp,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2,120,4,960,1,null,Moldura de puerta,"Las molduras laterales ayudan a proteger contra golpes descuidados de puertas, carritos de compras descontrolados y otros percances en estacionamientos, mientras añaden un poco de estilo adicional al exterior.",null,null,null,"Molduras laterales, blanco Super White",moldings-body-side-super-white-toyota-pt938-42190-10-pt9384219010
